Longitude,Type of Station,City,Address1,Zip,Address2,Version,State,City and State of the station,State FIPS,Unique Station Code,Latitude,latitude,longitude
-76.878197,RAIL,Harrisburg,4th and Chestnut Streets,17101,,07,PA,"Harrisburg, Pennsylvania",42,HAR,40.261562,40.261562,-76.878197
-98.387329,RAIL,Hastings,501 West First St.,68901,,07,NE,"Hastings, Nebraska",31,HAS,40.584133,40.584133,-98.387329
-109.678123,RAIL,Havre,235 Main Street,59501-3599,,07,MT,"Havre, Montana",30,HAV,48.554417,48.554417,-109.678123
-122.097786,RAIL,Hayward,22555 Meekland Avenue,94541,Amtrak Rail & Thruway Bus Station,07,CA,"Hayward, California",06,HAY,37.666859,37.666859,-122.097786
-90.394279,RAIL,Hazlehurst,North Ragsdale Ave and East Conway St.,39083,,07,MS,"Hazlehurst, Mississippi",28,HAZ,31.862898,31.862898,-90.394279
-89.286186,RAIL,Hattiesburg,308 Newman St.,39401,308 Newman St.,07,MS,"Hattiesburg, Mississippi",28,HBG,31.326719,31.326719,-89.286186
-107.155823,BUS,Hatch,301 Hall Street,87937,Rio Grande Gift Shop,07,NM,"Hatch, New Mexico",35,HCH,32.665623,32.665623,-107.155823
-122.869499,BUS,Healdsburg,165 Healdsburg Ave.,95448-4000,,07,CA,"Healdsburg (Singletree Inn), California",06,HEA,38.610668,38.610668,-122.869499
-91.432602,RAIL,Herman,Wharf & Gutenberg Sts.,65041,,07,MO,"Hermann, Missouri",29,HEM,38.707294,38.707294,-91.432602
-110.852577,RAIL,Helper,1 Depot Street,84526,,07,UT,"Helper, Utah",49,HER,39.688198,39.688198,-110.852577
-117.005845,BUS,Hemet,3246 West Florida Avenue,92545-3622,Coco's Restaurant,07,CA,"Hemet (West Florida Ave), California",06,HET,33.74738,33.7473802308,-117.005845099
-72.682121,RAIL,Hartford,One Union Place,06103,,07,CT,"Hartford, Connecticut",09,HFD,41.767799,41.767799,-72.682121
-77.733559,RAIL,Harpers Ferry,Potomac St. & Shenandoah St.,25425,station 1/4 mi (400 m) north,07,WV,"Harpers Ferry, West Virginia",54,HFY,39.325043,39.325043,-77.733559
-78.011833,RAIL,Huntingdon,Fourth and Allegheny Sts.,16652,,07,PA,"Huntingdon, Pennsylvania",42,HGD,40.483494,40.483494,-78.011833
-97.693901,BUS,Harlingen,215 E. Monroe Ave.,78550-5519,,07,TX,"Harlingen, Texas",48,HGN,26.193434,26.193434,-97.693901
-71.085946,RAIL,Haverhill,Washington Street at Railroad Square,01832-5418,,07,MA,"Haverhill, Massachusetts",25,HHL,42.772708,42.772708,-71.085946
-80.888634,RAIL,Hinton,Front St. and Fifth Ave.,25951,,07,WV,"Hinton, West Virginia",54,HIN,37.677071,37.677071,-80.888634
-92.931947,BUS,Hinckley,Tobies Restaurant,55037,404 Fire Monument Road,07,MN,"Hinckley, Minnesota",27,HKL,46.010993,46.0109932414,-92.9319465535
-99.370743,RAIL,Holdrege,100 West Ave.,68949,,07,NE,"Holdrege, Nebraska",31,HLD,40.436192,40.436192,-99.370743
-121.40094,BUS,Hollister,Maple Street at San Felipe Street,95023,San Benito County Transit Stop,07,CA,"Hollister, California",06,HLR,36.858323,36.8583229195,-121.400940487
-90.463593,RAIL,Hammond,404 N.E. Railroad Ave.,70401,,07,LA,"Hammond, Louisiana",22,HMD,30.511698,30.511698,-90.463593
-87.508743,RAIL,Hammond,1135 South Calumet Ave.,46320-1044,,07,IN,"Hammond-Whiting, Indiana",18,HMI,41.693081,41.693081,-87.508743
-117.005478,BUS,Hemet,308 East Devonshire Avenue,92543-2906,Simpson Senior Center,07,CA,"Hemet (Devonshire Ave), California",06,HMT,33.747173,33.747173,-117.005478
-87.66851,RAIL,Homewood,18015 Park Ave.,60430,,07,IL,"Homewood, Illinois",17,HMW,41.562351,41.562351,-87.66851
-119.65078,RAIL,Hanford,200 Santa Fe Avenue #A,93230-4554,,07,CA,"Hanford, California",06,HNF,36.326214,36.326214,-119.65078
-80.168541,RAIL,Hollywood,3001 Hollywood Blvd,33021,,07,FL,"Hollywood, Florida",12,HOL,26.010687,26.010687,-80.168541
-86.097778,RAIL,Holland,171 Lincoln Ave.,49423,,07,MI,"Holland, Michigan",26,HOM,42.789314,42.789314,-86.097778
-121.522614,BUS,Hood River,600 E. Marina Way,97031,Greyhound Station,07,OR,"Hood River, Oregon",41,HOO,45.70121,45.70121,-121.522614
-95.366974,RAIL,Houston,902 Washington Ave.,77002,,07,TX,"Houston, Texas",48,HOS,29.767189,29.767189,-95.366974
-80.005836,RAIL,High Point,100 West High St,27260,,07,NC,"High Point, North Carolina",37,HPT,35.957508,35.957508,-80.005836
-74.80049,OTHER,Hammonton,Egg Harbor Rd & Line St.,08037,New Jersey Transit Station,07,NJ,"Hammonton, New Jersey",34,HTN,39.63304,39.6330400198,-74.8004900093
-73.798439,RAIL,Hudson,69 South Front St.,12534,,07,NY,"Hudson, New York",36,HUD,42.253082,42.253082,-73.798439
-82.440842,RAIL,Huntington,1050 8th Avenue,25701,,07,WV,"Huntington, West Virginia",54,HUN,38.415405,38.415405,-82.440842
-97.930061,RAIL,Hutchinson,North Walnut St & East 3rd St,67501,,07,KS,"Hutchinson, Kansas",20,HUT,38.055859,38.055859,-97.930061
-85.469925,BUS,Howard City,130 North Ensley St.,49323,Sunoco Station,07,MI,"Howard City, Michigan",26,HWC,43.395729,43.395729,-85.469925
-116.23317,BUS,Indio,NE Corner Hywy-111 and Monroe Street,92201-3917,Sunline Bus Stop,07,CA,"Indio, California",06,IDO,33.714752,33.714752,-116.23317
-94.429298,RAIL,Independence,600 South Grand Ave.,64050-3564,,07,MO,"Independence, Missouri",29,IDP,39.086975,39.086975,-94.429298
-86.160309,RAIL,Indianapolis,350 South Illinois Street,46225-1198,,07,IN,"Indianapolis, Indiana",18,IND,39.762154,39.762154,-86.160309
-117.759193,RAIL,Irvine,15215 Barranca Parkway,92618,Irvine Transportation Center,07,CA,"Irvine, California",06,IRV,33.674767,33.674767,-117.759193
-90.190598,RAIL,Jackson,300 W. Capital Street,39201,,07,MS,"Jackson, Mississippi",28,JAN,32.300644,32.300644,-90.190598
-81.724602,RAIL,Jacksonville,3570 Clifford Lane,32209-2123,,07,FL,"Jacksonville, Florida",12,JAX,30.366577,30.366577,-81.724602
-92.17038,RAIL,Jefferson City,101 Jefferson Street,65101,,07,MO,"Jefferson City, Missouri",29,JEF,38.579052,38.579052,-92.17038
-73.784187,BUS,Jamaica,John F. Kennedy International Airport,11430,"Ground Transportation, all terminals",07,NY,"John F Kennedy International Airport, New York",36,JFK,40.643757,40.643757,-73.784187
-79.240097,BUS,Jamestown,111 West Third Street,14701,U.S. News Agency,07,NY,"Jamestown, New York",36,JMN,42.096424,42.096424,-79.240097
-88.07914,RAIL,Joliet,50 East Jefferson Street,60431,Union Station,07,IL,"Joliet, Illinois",17,JOL,41.524876,41.524876,-88.07914
-81.882202,RAIL,Jesup,176 Northwest Broad Street,31545-1300,,07,GA,"Jesup, Georgia",13,JSP,31.605909,31.605909,-81.882202
-78.922424,RAIL,Johnstown,47 Walnut Street,15901,,07,PA,"Johnstown, Pennsylvania",42,JST,40.330101,40.330101,-78.922424
-88.996925,BUS,Janesville,3120 North Pontiac Drive,53545-0373,Bus Station,07,WI,"Janesville, Wisconsin",55,JVL,42.720356,42.720356,-88.996925
-84.400291,RAIL,Jackson,501 E. Michigan Ave.,49201,,07,MI,"Jackson, Michigan",26,JXN,42.248051,42.248051,-84.400291
-85.583588,RAIL,Kalamazoo,459 North Burdick St.,49007-3669,,07,MI,"Kalamazoo, Michigan",26,KAL,42.295452,42.295452,-85.583588
-80.621811,RAIL,Kannapolis,201 South Main St.,28081,,07,NC,"Kannapolis, North Carolina",37,KAN,35.501266,35.501266,-80.621811
-94.583946,RAIL,Kansas City,30 West Pershing Rd.,64108-2410,"Union Station, Suite 160",07,MO,"Kansas City, Missouri",29,KCY,39.086151,39.086151,-94.583946
-89.927422,RAIL,Kewanee,West Third and Loomis Sts.,61443,,07,IL,"Kewanee, Illinois",17,KEE,41.245625,41.245625,-89.927422
-122.911766,RAIL,Kelso,501 South First Street,98626,,07,WA,"Kelso-Longview, Washington",53,KEL,46.142624,46.142624,-122.911766
-121.77092,RAIL,Klamath Falls,1600 Oak Street,97601-3286,,07,OR,"Klamath Falls, Oregon",41,KFS,42.22588,42.22588,-121.77092
-121.1287,BUS,King City,1350 Broadway Circle,93930-3446,MacDonalds Restaurant - south side parking lot,07,CA,"King City, California",06,KGC,36.20351,36.20351,-121.1287
-114.008087,BUS,Kingman,3264 E. Andy Devine Av.,86401-3724,Greyhound Station,07,AZ,"Kingman (Greyhound), Arizona",04,KGG,35.220316,35.2203163501,-114.008086985
-85.536493,BUS,Kingsley,119 E. Main St.,49649,Kingsley Laundromat,07,MI,"Kingsley, Michigan",26,KGS,44.584533,44.584532914,-85.5364933315
-97.729485,BUS,Killeen,200 East Avenue C,76541-5231,Arrow Trailways Bus Station,07,TX,"Killeen, Texas",48,KIL,31.121298,31.121298,-97.729485
-71.562286,RAIL,West Kingston,1 Railroad Avenue,02892-1508,,07,RI,"Kingston, Rhode Island",44,KIN,41.48394,41.48394,-71.562286
-81.404869,RAIL,Kissimmee,111 Dakin street,34741-5723,,07,FL,"Kissimmee, Florida",12,KIS,28.29327,28.29327,-81.404869
-87.865761,RAIL,Kankakee,199 South East Ave.,60901-3834,,07,IL,"Kankakee, Illinois",17,KKI,41.119133,41.119133,-87.865761
-85.171692,BUS,Kalkaska,906 North Cedar St.,49646-8473,Arby's,07,MI,"Kalkaska, Michigan",26,KLK,44.74995,44.74995,-85.171692
-114.052071,RAIL,Kingman,106 4th Street,86401,,07,AZ,"Kingman, Arizona",04,KNG,35.188358,35.188358,-114.052071
-119.959488,BUS,Kettleman City,3300 Hubert Way,93239,I-5 & Hwy 41 (Carl's Jr Restaurant),07,CA,"Kettleman City, California",06,KTC,35.984177,35.984177,-119.959488
-79.829063,RAIL,Kingstree,101 East Main St.,29556-3425,,07,SC,"Kingstree, South Carolina",45,KTR,33.664379,33.664379,-79.829063
-90.407593,RAIL,Kirkwood,110 West Argonne Dr.,63122-4202,,07,MO,"Kirkwood, Missouri",29,KWD,38.580883,38.580883,-90.407593
-79.385223,RAIL,Latrobe,329 McKinley Ave,15650,,07,PA,"Latrobe, Pennsylvania",42,LAB,40.31834,40.31834,-79.385223
-118.078018,BUS,La Grande,63276 Oregon Highway 203,97850,Flying J Plaza,07,OR,"La Grande, Oregon",41,LAE,45.32592,45.32592,-118.078018
-86.895035,RAIL,Lafayette,200 North 2nd St.,47901-1238,,07,IN,"Lafayette, Indiana",18,LAF,40.421089,40.421089,-86.895035
-87.86972,RAIL,La Grange,25 West Burlington St.,60525,,07,IL,"La Grange, Illinois",17,LAG,41.815903,41.815903,-87.86972
-103.542496,RAIL,La Junta,1 West First St.,81050,,07,CO,"La Junta, Colorado",08,LAJ,37.988068,37.988068,-103.542496
-81.951614,RAIL,Lakeland,600 Lake Mirror Drive,33801-5036,,07,FL,"Lakeland, Florida",12,LAK,28.045654,28.045654,-81.951614
-92.485306,RAIL,La Plata,535 N. Owensby St.,63549,R.R. #1,07,MO,"La Plata, Missouri",29,LAP,40.031406,40.031406,-92.485306
-115.148914,BUS,Las Vegas,5757 Wayne Newton Blvd,89111-5000,McCarran International Airport,07,NV,"Las Vegas International Airport, Nevada",32,LAS,36.097857,36.0978568932,-115.148913905
-89.127838,RAIL,Laurel,230 North Maple Street,39440,,07,MS,"Laurel, Mississippi",28,LAU,31.69239,31.69239,-89.127838
-118.236534,RAIL,Los Angeles,800 North Alameda Street,90012-2902,Los Angeles Union Station,07,CA,"Los Angeles, California",06,LAX,34.056297,34.056297,-118.236534
-118.18856,BUS,Long Beach,601 North Long Beach Blvd.,90802-1323,Denny's Restaurant,07,CA,"Long Beach, California",06,LBC,33.774178,33.774178,-118.18856
-120.835055,BUS,Los Banos,1480 Mercy Springs Road,93635,MacDonalds Restaurant - south side parking lot,07,CA,"Los Banos, California",06,LBO,37.090072,37.0900723931,-120.835055366
-118.188952,BUS,Long Beach,1126 Queens Highway,90802-6331,In front of the Queen Mary ship,07,CA,"Long Beach (Queen Mary), California",06,LBQ,33.752237,33.7522369677,-118.188951557
-118.265327,BUS,La Crescenta,Honolulu & Lowell Avenue,91214,Near I-210,07,CA,"La Crescenta, California",06,LCA,34.230686,34.230686,-118.265327
-93.214996,RAIL,Lake Charles,100 Ryan Street,70601-2152,,07,LA,"Lake Charles, Louisiana",22,LCH,30.238085,30.238085,-93.214996
-89.363304,RAIL,Lincoln,Broadway and North Chicago Sts.,62656,,07,IL,"Lincoln, Illinois",17,LCN,40.147537,40.147537,-89.363304
-106.794716,BUS,Las Cruces,490 North Valley Drive,88005,,07,NM,"Las Cruces, New Mexico",35,LCR,32.309155,32.309155,-106.794716
-118.136177,BUS,Lancaster,44812 Sierra Highway,93534-3218,Metrolink Station,07,CA,"Lancaster, California",06,LCS,34.695511,34.695511,-118.136177
-69.008799,BUS,Lincolnville,2512 Atlantic Highway,04849,US Post Office,07,ME,"Lincolnville, Maine",23,LCV,44.282071,44.2820713641,-69.0087993015
-108.706322,RAIL,Lordsburg,Center St. and S.P. Blvd.,88045,,07,NM,"Lordsburg, New Mexico",35,LDB,32.35059,32.35059,-108.706322
-99.503906,BUS,Laredo,610 Salinas Ave.,78040-5735,Greyhound Bus Station,07,TX,"Laredo, Texas",48,LDO,27.506174,27.506174,-99.503906
-75.001877,OTHER,Somerdale,Station Ave & White Horse Rd West,08083,NJ Transit/PATCO station,07,NJ,"Lindenwold, New Jersey",34,LDW,39.835056,39.835056,-75.001877
-82.6511,RAIL,Lake City,1200 Lake Jeffrey Road,32055-8709,,07,FL,"Lake City, Florida",12,LEC,30.196611,30.196611,-82.6511
-94.377647,RAIL,Lees Summit,220 SW Main St.,64063-2332,,07,MO,"Lees Summit, Missouri",29,LEE,38.912945,38.912945,-94.377647
-123.711174,BUS,Leggett,69501 Highway 101 North,95585-8911,Price's Peg House,07,CA,"Leggett, California",06,LEG,39.850399,39.850399,-123.711174
-120.660324,BUS,Leavenworth,Hwy 2 and 12th St.,98826,Link Transit Park & Ride,07,WA,"Leavenworth, Washington",53,LEV,47.5965,47.5965,-120.660324
-77.579216,RAIL,Lewistown,Hwy 103 and Helen St.,17044,,07,PA,"Lewistown, Pennsylvania",42,LEW,40.588585,40.588585,-77.579216
-80.249991,RAIL,Lexington,Center St. and railroad tracks,27292,Lexington Barbecue Festival,07,NC,"Lexington, North Carolina (Special Stop)",37,LEX,35.821482,35.8214817645,-80.2499906581
-92.014595,RAIL,Lafayette,133 East Grant St.,70501,100 Lee Street,07,LA,"Lafayette, Louisiana",22,LFT,30.227345,30.227345,-92.014595
-73.86972,BUS,Flushing,La Guardia Airport,11371,"Ground Transportation, all terminals",07,NY,"La Guardia Airport, New York",36,LGA,40.771954,40.771954,-73.86972
-105.101463,BUS,Longmont,623 Main St.,80501-4994,Martha Martin Business Center,07,CO,"Longmont, Colorado",08,LGM,40.16935,40.16935,-105.101463
-115.548622,RAIL,Libby,100 Mineral Avenue,59923-1933,,07,MT,"Libby, Montana",30,LIB,48.395149,48.395149,-115.548622
-121.736626,BUS,Livermore,2500 Railroad Avenue,94550-3011,(Near 1st Street),07,CA,"Livermore, California",06,LIV,37.703983,37.703983,-121.736626
-81.951884,RAIL,Lakeland,600 Lake Mirror Dr,33801-5036,,07,FL,"Lakeland, Florida",12,LKL,28.046778,28.0467776594,-81.9518838629
-119.797546,BUS,Lemoore,300 E Street,93245-3663,Chamber of Commerce,07,CA,"Lemoore, California",06,LMC,36.286655,36.286655,-119.797546
-119.90634,BUS,Lemoore,25th Ave and Highway 198,93245,,07,CA,"Lemoore (Naval Air Station), California",06,LMN,36.378515,36.3785149794,-119.906340204
-94.963737,BUS,La Marque,725 Oak Street,77568,,07,TX,"La Marque, Texas",48,LMQ,29.373268,29.373268,-94.963737
-102.618294,RAIL,Lamar,Main & Beach Streets,81052,,07,CO,"Lamar, Colorado",08,LMR,38.0895,38.0895,-102.618294
-105.884758,RAIL,Lamy,Santa Fe County Road 33,87540,152 Old Lamy Trail,07,NM,"Lamy, New Mexico",35,LMY,35.477486,35.477486,-105.884758
-76.307587,RAIL,Lancaster,53 McGovern Avenue,17602,,07,PA,"Lancaster, Pennsylvania",42,LNC,40.053806,40.053806,-76.307587
-96.710815,RAIL,Lincoln,201 North 7th St.,68508,,07,NE,"Lincoln, Nebraska",31,LNK,40.814671,40.814671,-96.710815
-71.676318,BUS,Lincoln,Main and Franklin Sts.,03251,Munce's Konvenience Store/Shell Station,07,NH,"Lincoln, New Hampshire",33,LNN,44.037561,44.0375609888,-71.6763179134
-84.493546,RAIL,East Lansing,1240 South Harrison Road,48823-5223,,07,MI,"East Lansing, Michigan",26,LNS,42.719082,42.719082,-84.493546
-114.573853,BUS,Laughlin,2121 S. Casino Dr.,89029-1519,Ramada Express Hotel & Casino,07,NV,"Laughlin, Nevada",32,LNV,35.157066,35.157066,-114.573853
-121.271594,RAIL,Lodi,24 South Sacramento Street,95240,,07,CA,"Lodi, California",06,LOD,38.13354,38.13354,-121.271594
-120.456833,BUS,Lompoc,111 South I Street,93436,Lompoc Visitor's Center,07,CA,"Lompoc, California",06,LOM,34.643879,34.643879,-120.456833
-77.221375,RAIL,Lorton,8006 Lorton Road,22079,,07,VA,"Lorton (Auto Train), Virginia",51,LOR,38.705963,38.705963,-77.221375
-73.984543,BUS,Lake Placid,1 Mirror Lake Drive,12946-1105,Hilton Hotel,07,NY,"Lake Placid, New York",36,LPD,44.282169,44.282169,-73.984543
-83.305649,RAIL,Lapeer,73 Howard St.,48446-2515,,07,MI,"Lapeer, Michigan",26,LPE,43.049629,43.049629,-83.305649
-121.499146,BUS,La Pine,16515 Reed Road,97739,Shell Station,07,OR,"La Pine, Oregon",41,LPN,43.674641,43.674641,-121.499146
-120.602516,RAIL,Surf,Ocean Ave and Park Rd,93437,,07,CA,"Lompoc-Surf, California",06,LPS,34.68446,34.68446,-120.602516
-95.23172,RAIL,Lawrence,413 East 7th Street,66044,,07,KS,"Lawrence, Kansas",20,LRC,38.972218,38.972218,-95.23172
-92.286377,RAIL,Little Rock,1400 West Markham Street,72201,,07,AR,"Little Rock, Arkansas",05,LRK,34.750351,34.750351,-92.286377
-91.247597,RAIL,La Crosse,St. Andrew and Caledonia Streets,54601,601 St. Andrew Street,07,WI,"LaCrosse, Wisconsin",55,LSE,43.833618,43.833618,-91.247597
-105.212143,RAIL,Las Vegas,Railroad & Lincoln Streets,87701,,07,NM,"Las Vegas, New Mexico",35,LSV,35.5933,35.5933,-105.212143
-71.769084,BUS,Littleton,336 Cottage St.,03561-4118,Irving Gas Station,07,NH,"Littleton, New Hampshire",33,LTL,44.292539,44.2925386239,-71.7690841027
-117.991935,BUS,Littlerock,7715 Pearblossom Hwy,93543-3038,Come & Save Market,07,CA,"Littlerock, California",06,LTR,34.521587,34.5215870861,-117.991935059
-123.479416,BUS,Laytonville,44900 Highway 101,95454,Park N Takit Market,07,CA,"Laytonville, California",06,LTV,39.685654,39.685654,-123.479416
-85.763397,BUS,Louisville,720 West Muhammad Ali Blvd.,40203-1917,Greyhound Station,07,KY,"Louisville, Kentucky",21,LVL,38.252003,38.252003,-85.763397
-115.148605,BUS,Las Vegas,200 South Main St.,89101-6357,Greyhound Station,07,NV,"Las Vegas (Downtown), Nevada",32,LVS,36.166813,36.166813,-115.148605
-94.725266,RAIL,Longview,905 Pacific Ave.,75602,,07,TX,"Longview, Texas",48,LVW,32.495872,32.495872,-94.725266
-116.983513,BUS,Lewiston,2240 3rd Avenue North,83501-1737,El Rancho Motel,07,ID,"Lewiston, Idaho",16,LWN,46.43137,46.43137,-116.983513
-79.157463,RAIL,Lynchburg,825 Kemper St,24501-1397,,07,VA,"Lynchburg, Virginia",51,LYH,37.407024,37.407024,-79.157463
-90.672279,RAIL,Macomb,Macomb Travel Center,61455-7321,120 East Calhoun,07,IL,"Macomb, Illinois",17,MAC,40.461132,40.461132,-90.672279
-84.725281,BUS,Mackinaw City,102 South Huron Ave.,49701,Village Hall,07,MI,"Mackinaw City, Michigan",26,MAK,45.781681,45.781681,-84.725281
-107.872444,RAIL,Malta,51 South 1st Street East,59538-1732,,07,MT,"Malta, Montana",30,MAL,48.359882,48.359882,-107.872444
-88.375526,RAIL,Mattoon,1718 Broadway Ave.,61938-3920,,07,IL,"Mattoon, Illinois",17,MAT,39.482422,39.482422,-88.375526
-83.771072,RAIL,Maysville,West Front St & Rosemary Clooney St,41056,,07,KY,"Maysville,  Kentucky",21,MAY,38.651623,38.651623,-83.771072
-116.089539,BUS,McCall,147 North 3rd St.,83638-4408,Jim's Grocery,07,ID,"McCall, Idaho",16,MCA,44.921661,44.921661,-116.089539
-90.452942,RAIL,McComb,114 Northeast Railroad Ave.,39648,,07,MS,"McComb, Mississippi",28,MCB,31.249292,31.249292,-90.452942
-120.475891,RAIL,Merced,324 West 24th St,95340,,07,CA,"Merced, California",06,MCD,37.307041,37.307041,-120.475891
-97.401726,RAIL,McGregor,1 Amtrak Blvd.,76657,,07,TX,"McGregor, Texas",48,MCG,31.437922,31.437922,-97.401726
-86.90522,RAIL,Michigan City,100 Washington St.,46360-3246,,07,IN,"Michigan City, Indiana",18,MCI,41.721359,41.721359,-86.90522
-100.625343,RAIL,McCook,101 Norris Ave.,69001-3779,,07,NE,"McCook, Nebraska",31,MCK,40.197563,40.197563,-100.625343
-72.801216,RAIL,Meriden,60 State Street,06450,,07,CT,"Meriden, Connecticut",09,MDN,41.538998,41.538998,-72.801216
-83.413338,RAIL,Madison,1000 South Range Street,32340-2245,,07,FL,"Madison, Florida",12,MDO,30.45911,30.45911,-83.413338
-119.932068,BUS,Midpines,6979 Highway 140,95345,Yosemite Bug Youth Hostel,07,CA,"Midpines, California",06,MDP,37.559456,37.559456,-119.932068
-120.018944,RAIL,Madera,Avenue 15 1/2 at 29th Road,93637,,07,CA,"Madera, California",06,MDR,36.974518,36.974518,-120.018944
-89.117287,RAIL,Mendota,8th St. and 6th Ave.,61342,,07,IL,"Mendota, Illinois",17,MDT,41.550041,41.550041,-89.117287
-88.696167,RAIL,Meridian,1901 Front Street,39301,,07,MS,"Meridian, Mississippi",28,MEI,32.363823,32.363823,-88.696167
-90.058876,RAIL,Memphis,Central Station,38103,545 S. Main St,07,TN,"Memphis, Tennessee",47,MEM,35.132431,35.132431,-90.058876
-98.236412,BUS,McAllen,1501 West US Hwy 83 Business,78501-5120,,07,TX,"McAllen, Texas",48,MEN,26.203093,26.203093,-98.236412
-74.327858,RAIL,Iselin,100 Middlesex-Essex Turnpike,08830-2707,,07,NJ,"Metropark (Iselin), New Jersey",34,MET,40.567753,40.567753,-74.327858
-121.968575,BUS,Monroe,"118 North Lewis St., Suite 112",98272,Behind Chamber of Commerce,07,WA,"Monroe, Washington",53,MEW,47.859222,47.859222,-121.968575
-122.873022,BUS,Medford,212 N. Bartlett St.,97501-6017,,07,OR,"Medford (Greyhound), Oregon",41,MFG,42.328801,42.3288005809,-122.873022455
-122.871864,BUS,Medford,South Front Street at West 9th Street,97501,Rogue Valley Transportation District (RVTD),07,OR,"Medford, Oregon",41,MFR,42.328861,42.328861,-122.871864
-94.366844,RAIL,Marshall,800 North Washington Street - suite 2,75670-5330,,07,TX,"Marshall, Texas",48,MHL,32.55135,32.55135,-94.366844
-71.465571,BUS,Manchester,119 Canal St.,03101-2333,Manchester Transportation Center,07,NH,"Manchester, New Hampshire",33,MHT,42.987008,42.9870080652,-71.465571218
-80.258072,RAIL,Miami,8303 NW 37th Ave,33147,,07,FL,"Miami, Florida",12,MIA,25.849848,25.849848,-80.258072
-76.731613,RAIL,Middletown,Union Street and Mill Street,17057,,07,PA,"Middletown, Pennsylvania",42,MID,40.192947,40.192947,-76.731613
-95.490135,RAIL,Mineola,115 East Front St.,75773-2453,,07,TX,"Mineola, Texas",48,MIN,32.66188,32.66188,-95.490135
-76.502914,RAIL,Mount Joy,East Henry St. and North Market St.,17552,,07,PA,"Mount Joy, Pennsylvania",42,MJY,40.108917,40.108917,-76.502914
-87.924476,RAIL,Milwaukee,5601 South 6th Street,53221,(South 6th St & Airport Spur Freeway),07,WI,"Milwaukee (General Mitchell Intl Airport), Wiscons",55,MKA,42.941747,42.9417465349,-87.9244757168
-87.916481,RAIL,Milwaukee,433 West St. Paul Ave.,53203,,07,WI,"Milwaukee, Wisconsin",55,MKE,43.034016,43.034016,-87.916481
-124.110947,BUS,McKinleyville,3561 Boeing Ave,95519-9358,Arcata Airport Terminal,07,CA,"McKinleyville (Arcata Airport), California",06,MKV,40.975506,40.975506,-124.110947
-90.505737,BUS,Moline,1200 River Drive,61265-1302,Centre Station,07,IL,"Moline, Illinois",17,MLI,41.454727,41.454727,-90.505737
-119.245216,BUS,Moses Lake,1819 East Kittleson Road,98837,Union 76 - Food Mart,07,WA,"Moses Lake, Washington",53,MLK,47.101944,47.101944,-119.245216
-85.057327,BUS,Mancelona,8497 US Highway 131 North,49659-7804,McDonald's Restaurant,07,MI,"Mancelona, Michigan",26,MLN,44.904831,44.904831,-85.057327
-81.324074,RAIL,Montgomery,Third Avenue and Washington Street,25136,,07,WV,"Montgomery, West Virginia",54,MNG,38.180702,38.180702,-81.324074
-123.1606,BUS,Manning,47000 Highway 26,97106,East of Dairy Queen,07,OR,"Manning, Oregon",41,MNI,45.659744,45.6597443483,-123.160599786
-122.076583,BUS,Mountain View,West Evelyn Avenue at View Street,94041,Caltrain Station,07,CA,"Mountain View, California",06,MNV,37.393811,37.3938106793,-122.076583274
-117.00161,BUS,Moscow,120 West 6th St.,83843-2318,Royal Motor Inn,07,ID,"Moscow, Idaho",16,MOC,46.730042,46.730042,-117.00161
-120.911598,RAIL,Modesto,1700 Held Drive,95355-8301,,07,CA,"Modesto, California",06,MOD,37.66814,37.66814,-120.911598
-88.038101,RAIL,Mobile,11 Government Street,36602,,07,AL,"Mobile (Amtrak), Alabama",01,MOE,30.690451,30.690451,-88.038101
-88.102992,BUS,Mobile,2545 Government Blvd.,36606-1631,,07,AL,"Mobile (Greyhound), Alabama",01,MOG,30.668932,30.6689322258,-88.1029918172
-118.172447,BUS,Mojave,15900 Sierra Highway,93501-1516,Carl's Jr. Restaurant,07,CA,"Mojave, California",06,MOJ,35.052288,35.052288,-118.172447
-101.297905,RAIL,Minot,400 1st Ave. S.W.,58701,,07,ND,"Minot, North Dakota",38,MOT,48.235733,48.235733,-101.297905
-117.287659,BUS,Riverside,2624 East Alessandro Blvd.,92508-2306,76 Station,07,CA,"Moreno Valley, California",06,MOV,33.915825,33.915825,-117.287659
-118.876953,RAIL,Moorpark,300 High Street,93021,Amtrak / Metrolink Station,07,CA,"Moorpark, California",06,MPK,34.285194,34.285194,-118.876953
-72.608681,RAIL,Montpelier,Junction Rd and Short Rd,05602,,07,VT,"Montpelier, Vermont",50,MPR,44.257362,44.257362,-72.608681
-114.064353,BUS,Mesquite,325 North Sandhill Blvd.,89027,Boomer's Texaco,07,NV,"Mesquite, Nevada",32,MQN,36.808433,36.8084328183,-114.064352873
-77.961502,RAIL,Martinsburg,229 East Martin St.,25401,,07,WV,"Martinsburg, West Virginia",54,MRB,39.458271,39.458271,-77.961502
-112.047928,RAIL,Maricopa,19427 N. John Wayne Parkway,85239,P.O. Box 897,07,AZ,"Maricopa, Arizona",04,MRC,33.058437,33.058437,-112.047928
-119.969543,BUS,Mariposa,5158 State Highway 140,95338,Visitor Center Stop Hwy 140 at Hwy 49,07,CA,"Mariposa, California",06,MRP,37.489658,37.489658,-119.969543
-121.583427,BUS,Marysville,9th and B Streets,95901-5211,Yuba-Sutter Transit Shelter,07,CA,"Marysville, California",06,MRV,39.142029,39.142029,-121.583427
